High,Open,Low,Close,type,Volume,Timestamp
0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,1m,0.0,2024-04-15 11:33:00
0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,1m,0.0,2024-04-15 11:34:00
0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,1m,0.0,2024-04-15 11:35:00
0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,1m,0.0,2024-04-15 11:36:00
0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,1m,0.0,2024-04-15 11:37:00
0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,1m,0.0,2024-04-15 11:38:00
0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,1m,0.0,2024-04-15 11:39:00
0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,1m,0.0,2024-04-15 11:40:00
0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,1m,0.0,2024-04-15 11:41:00
0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,1m,0.0,2024-04-15 11:42:00
0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,1m,0.0,2024-04-15 11:43:00
0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,1m,0.0,2024-04-15 11:44:00
0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,1m,0.0,2024-04-15 11:45:00
0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,1m,0.0,2024-04-15 11:46:00
0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,1m,0.0,2024-04-15 11:47:00
0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,1m,0.0,2024-04-15 11:48:00
0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,0.0012917571206655623,1m,0.0,2024-04-15 11:49:00
