Close,High,Low,Open,type,Timestamp,Volume
0.008220730786342438,0.008227203466176055,0.008174599800264604,0.008220730786342438,1m,2024-04-12 02:36:00,70843.98017699999
0.007762472508840488,0.00816367066611528,0.007762472508840488,0.008220730786342438,1m,2024-04-12 02:37:00,645677.6120879999
0.007847716352450396,0.007847716352450396,0.0077700708335120576,0.007762472508840488,1m,2024-04-12 02:38:00,184467.862713
0.007815047005601056,0.007815047005601056,0.007815047005601056,0.007847716352450396,1m,2024-04-12 02:39:00,104999.023776
0.007503724084580642,0.007783934341059785,0.007503724084580642,0.007815047005601056,1m,2024-04-12 02:40:00,420485.35214000003
0.00720801695659164,0.007621153515491672,0.006971874940679158,0.007503724084580642,1m,2024-04-12 02:41:00,1551651.577262
0.00746817001798788,0.007577570195305436,0.007169621643495713,0.00720801695659164,1m,2024-04-12 02:42:00,901465.5370489999
0.007254375476437754,0.007493961101692706,0.007254375476437754,0.00746817001798788,1m,2024-04-12 02:43:00,536142.871164
0.00712445729529106,0.007258731647100819,0.0070976235730682985,0.007254375476437754,1m,2024-04-12 02:44:00,417667.22000500007
0.007153682880710196,0.007153682880710196,0.007070141065463186,0.00712445729529106,1m,2024-04-12 02:45:00,247119.41507599998
0.006827921639762717,0.007107676792989827,0.006814033331887873,0.007153682880710196,1m,2024-04-12 02:46:00,949227.7692149999
0.007361019224923776,0.007395234814370111,0.006864669115393311,0.006827921639762717,1m,2024-04-12 02:47:00,988107.142545
0.007458140440350824,0.007458140440350824,0.007396502647545167,0.007361019224923776,1m,2024-04-12 02:48:00,97959.169438
0.007629090845502429,0.007629090845502429,0.007539792179800279,0.007458140440350824,1m,2024-04-12 02:49:00,320849.03625400004
0.007427584507530137,0.007644482089298451,0.007427584507530137,0.007629090845502429,1m,2024-04-12 02:50:00,343778.90381800005
0.007427584507530137,0.007427584507530137,0.007427584507530137,0.007427584507530137,1m,2024-04-12 02:51:00,0.0
0.007434786719096949,0.007435050483374889,0.007434786719096949,0.007427584507530137,1m,2024-04-12 02:52:00,4667.370015
0.00736886497301385,0.007383020856289742,0.00736886497301385,0.007434786719096949,1m,2024-04-12 02:53:00,48540.385903
0.007419884141841511,0.007419884141841511,0.007419884141841511,0.00736886497301385,1m,2024-04-12 02:54:00,51800.176294
0.007457032405882945,0.007457032405882945,0.00737842889364848,0.007419884141841511,1m,2024-04-12 02:55:00,192040.628486
0.007586123550868826,0.007589425274414739,0.007464504230766131,0.007457032405882945,1m,2024-04-12 02:56:00,165775.585335
0.007589045108042373,0.007735664633099789,0.007589045108042373,0.007586123550868826,1m,2024-04-12 02:57:00,471996.132639
0.007591793395220997,0.007591793395220997,0.0075427628179408224,0.007589045108042373,1m,2024-04-12 02:58:00,35391.416958
0.007566751496207143,0.007566751496207143,0.00754515370402218,0.007591793395220997,1m,2024-04-12 02:59:00,56081.590182
0.007606204507871265,0.00761737398369635,0.007530428871521582,0.007566751496207143,1m,2024-04-12 03:00:00,195684.586244
0.007577863095804204,0.007645377535986207,0.007577863095804204,0.007606204507871265,1m,2024-04-12 03:01:00,115765.36066299998
0.007639078043527533,0.007639078043527533,0.007639078043527533,0.007577863095804204,1m,2024-04-12 03:02:00,3162.784619
0.007649332988394894,0.007649332988394894,0.007607949774208691,0.007639078043527533,1m,2024-04-12 03:03:00,131775.144536
0.007649332988394894,0.007649332988394894,0.007649332988394894,0.007649332988394894,1m,2024-04-12 03:04:00,0.0
0.00758874760260106,0.007654775426787918,0.00758874760260106,0.007649332988394894,1m,2024-04-12 03:05:00,82321.006152
0.007544461914129784,0.007572927698491718,0.007533866462891406,0.00758874760260106,1m,2024-04-12 03:06:00,156917.647684
