Close,High,Low,Open,type,Timestamp,Volume
0.002572055386361625,0.002572055386361625,0.0025568669608568868,0.002572055386361625,1m,2024-04-12 02:36:00,297967.01437299995
0.0024853238925921497,0.0025253885289238005,0.0024853238925921497,0.002572055386361625,1m,2024-04-12 02:37:00,570277.888888
0.0024797477386551796,0.0024797477386551796,0.0024797477386551796,0.0024853238925921497,1m,2024-04-12 02:38:00,32986.54064
0.0024848251753127513,0.00249179505133885,0.002473331743616032,0.0024797477386551796,1m,2024-04-12 02:39:00,147012.32827300002
0.0024949775294833693,0.0024949775294833693,0.0024809446536246,0.0024848251753127513,1m,2024-04-12 02:40:00,40092.205794
0.002483288460160666,0.002483288460160666,0.002483288460160666,0.0024949775294833693,1m,2024-04-12 02:41:00,18985.49054
0.0023727055610559857,0.00242096951763335,0.0023563003259873296,0.002483288460160666,1m,2024-04-12 02:42:00,1034324.991764
0.0023553142413398243,0.00237425998406206,0.0023553142413398243,0.0023727055610559857,1m,2024-04-12 02:43:00,118844.89454699999
0.0023813210441314503,0.0023813210441314503,0.0023611449468643264,0.0023553142413398243,1m,2024-04-12 02:44:00,113735.395188
0.0023480356087357147,0.0023657642264293976,0.0023480356087357147,0.0023813210441314503,1m,2024-04-12 02:45:00,157693.550849
0.0023782832258061218,0.0023782832258061218,0.002357354395808967,0.0023480356087357147,1m,2024-04-12 02:46:00,201772.471401
0.0023782832258061218,0.0023782832258061218,0.0023782832258061218,0.0023782832258061218,1m,2024-04-12 02:47:00,0.0
0.0023738848190017025,0.0023849971936363928,0.002361084639940766,0.0023782832258061218,1m,2024-04-12 02:48:00,481662.316718
0.0024393496806263603,0.0024393496806263603,0.0023989419155758668,0.0023738848190017025,1m,2024-04-12 02:49:00,655162.012494
0.0024324804463414346,0.0024579606056958627,0.0024324804463414346,0.0024393496806263603,1m,2024-04-12 02:50:00,157955.236058
0.0024796669009068914,0.0024796669009068914,0.0024566282568690466,0.0024324804463414346,1m,2024-04-12 02:51:00,329314.087246
0.0024872968612288143,0.0024872968612288143,0.0024872968612288143,0.0024796669009068914,1m,2024-04-12 02:52:00,69782.615579
0.0025890330109519157,0.0025890330109519157,0.002497370135826812,0.0024872968612288143,1m,2024-04-12 02:53:00,657927.4308409999
0.0025704030909049487,0.002590351444471956,0.0025704030909049487,0.0025890330109519157,1m,2024-04-12 02:54:00,123058.065529
0.002591686076326307,0.002591686076326307,0.0025774125170792937,0.0025704030909049487,1m,2024-04-12 02:55:00,223599.601724
0.002591686076326307,0.002591686076326307,0.002591686076326307,0.002591686076326307,1m,2024-04-12 02:56:00,0.0
0.0028545797997106804,0.0028545797997106804,0.0025947303580525437,0.002591686076326307,1m,2024-04-12 02:57:00,1742520.5499649998
0.0028494793162081836,0.002881790105869447,0.002835180509746509,0.0028545797997106804,1m,2024-04-12 02:58:00,213779.53195600002
0.002800517218282941,0.0028333316282566808,0.002800517218282941,0.0028494793162081836,1m,2024-04-12 02:59:00,358902.261827
0.002803885469061995,0.002803885469061995,0.002803885469061995,0.002800517218282941,1m,2024-04-12 03:00:00,12355.960451
